date,base_currency,quote_currency,rate
2021-10-29,EUR,USD,0.9401038608
2021-11-01,EUR,EUR,1.0000000000
2021-11-01,EUR,GBP,1.2177872054
2021-11-01,EUR,USD,0.9395422157
2021-11-02,EUR,EUR,1.0000000000
2021-11-02,EUR,GBP,1.2188190631
2021-11-02,EUR,USD,0.9341533975
2021-11-03,EUR,EUR,1.0000000000
2021-11-03,EUR,GBP,1.2154759497
2021-11-03,EUR,USD,0.9289893036
2021-11-04,EUR,EUR,1.0000000000
2021-11-04,EUR,GBP,1.2182787329
2021-11-04,EUR,USD,0.9289246676
2021-11-05,EUR,EUR,1.0000000000
2021-11-05,EUR,GBP,1.2271090605
2021-11-05,EUR,USD,0.9272557116
2021-11-08,EUR,EUR,1.0000000000
2021-11-08,EUR,GBP,1.2387073192
2021-11-08,EUR,USD,0.9142639730
2021-11-09,EUR,EUR,1.0000000000
2021-11-09,EUR,GBP,1.2422056141
2021-11-09,EUR,USD,0.9117053174
2021-11-10,EUR,EUR,1.0000000000
2021-11-10,EUR,GBP,1.2357832764
2021-11-10,EUR,USD,0.9111813646
2021-11-11,EUR,EUR,1.0000000000
2021-11-11,EUR,GBP,1.2345063975
2021-11-11,EUR,USD,0.9109746095
2021-11-12,EUR,EUR,1.0000000000
2021-11-12,EUR,GBP,1.2413537748
2021-11-12,EUR,USD,0.9110005499
2021-11-15,EUR,EUR,1.0000000000
2021-11-15,EUR,GBP,1.2379317264
2021-11-15,EUR,USD,0.9133916237
2021-11-16,EUR,EUR,1.0000000000
2021-11-16,EUR,GBP,1.2423034356
2021-11-16,EUR,USD,0.9075837522
2021-11-17,EUR,EUR,1.0000000000
2021-11-17,EUR,GBP,1.2371160360
2021-11-17,EUR,USD,0.9149819318
2021-11-18,EUR,EUR,1.0000000000
2021-11-18,EUR,GBP,1.2367646903
2021-11-18,EUR,USD,0.9188073301
2021-11-19,EUR,EUR,1.0000000000
2021-11-19,EUR,GBP,1.2414511536
2021-11-19,EUR,USD,0.9143846372
2021-11-22,EUR,EUR,1.0000000000
2021-11-22,EUR,GBP,1.2434693008
2021-11-22,EUR,USD,0.9170017076
2021-11-23,EUR,EUR,1.0000000000
2021-11-23,EUR,GBP,1.2450160179
2021-11-23,EUR,USD,0.9204211578
2021-11-24,EUR,EUR,1.0000000000
2021-11-24,EUR,GBP,1.2386209850
2021-11-24,EUR,USD,0.9270056887
2021-11-25,EUR,EUR,1.0000000000
2021-11-25,EUR,GBP,1.2358104245
2021-11-25,EUR,USD,0.9251931146
2021-11-26,EUR,EUR,1.0000000000
2021-11-26,EUR,GBP,1.2448707651
2021-11-26,EUR,USD,0.9183762038
2021-11-29,EUR,EUR,1.0000000000
2021-11-29,EUR,GBP,1.2322428228
2021-11-29,EUR,USD,0.9252423638
2021-11-30,EUR,EUR,1.0000000000
2021-11-30,EUR,GBP,1.2464488509
2021-11-30,EUR,USD,0.9167701177
2021-12-01,EUR,EUR,1.0000000000
2021-12-01,EUR,GBP,1.2498807596
2021-12-01,EUR,USD,0.9152800053
2021-12-02,EUR,EUR,1.0000000000
2021-12-02,EUR,GBP,1.2464045120
2021-12-02,EUR,USD,0.9151563975
2021-12-03,EUR,EUR,1.0000000000
2021-12-03,EUR,GBP,1.2467642422
2021-12-03,EUR,USD,0.9145729221
2021-12-06,EUR,EUR,1.0000000000
2021-12-06,EUR,GBP,1.2466822150
2021-12-06,EUR,USD,0.9102663540
2021-12-07,EUR,EUR,1.0000000000
2021-12-07,EUR,GBP,1.2450703319
2021-12-07,EUR,USD,0.9170930437
2021-12-08,EUR,EUR,1.0000000000
2021-12-08,EUR,GBP,1.2453117249
2021-12-08,EUR,USD,0.9183921539
2021-12-09,EUR,EUR,1.0000000000
2021-12-09,EUR,GBP,1.2436986053
2021-12-09,EUR,USD,0.9211782190
2021-12-10,EUR,EUR,1.0000000000
2021-12-10,EUR,GBP,1.2425365079
2021-12-10,EUR,USD,0.9156180192
2021-12-13,EUR,EUR,1.0000000000
2021-12-13,EUR,GBP,1.2425901810
2021-12-13,EUR,USD,0.9209732346
2021-12-14,EUR,EUR,1.0000000000
2021-12-14,EUR,GBP,1.2322797146
2021-12-14,EUR,USD,0.9224613731
2021-12-15,EUR,EUR,1.0000000000
2021-12-15,EUR,GBP,1.2273340292
2021-12-15,EUR,USD,0.9257906145
2021-12-16,EUR,EUR,1.0000000000
2021-12-16,EUR,GBP,1.2289761252
2021-12-16,EUR,USD,0.9185718380
2021-12-17,EUR,EUR,1.0000000000
2021-12-17,EUR,GBP,1.2267997538
2021-12-17,EUR,USD,0.9227196743
2021-12-20,EUR,EUR,1.0000000000
2021-12-20,EUR,GBP,1.2218529948
2021-12-20,EUR,USD,0.9318542417
2021-12-21,EUR,EUR,1.0000000000
2021-12-21,EUR,GBP,1.2234065601
2021-12-21,EUR,USD,0.9304964530
2021-12-22,EUR,EUR,1.0000000000
2021-12-22,EUR,GBP,1.2266446279
2021-12-22,EUR,USD,0.9255573345
2021-12-23,EUR,EUR,1.0000000000
2021-12-23,EUR,GBP,1.2176253879
2021-12-23,EUR,USD,0.9243241323
2021-12-24,EUR,EUR,1.0000000000
2021-12-24,EUR,GBP,1.2120198383
2021-12-24,EUR,USD,0.9283828839
2021-12-27,EUR,EUR,1.0000000000
2021-12-27,EUR,GBP,1.2026810014
2021-12-27,EUR,USD,0.9330581981
2021-12-28,EUR,EUR,1.0000000000
2021-12-28,EUR,GBP,1.2047260669
2021-12-28,EUR,USD,0.9351209543
2021-12-29,EUR,EUR,1.0000000000
2021-12-29,EUR,GBP,1.2046906846
2021-12-29,EUR,USD,0.9360106192
2021-12-30,EUR,EUR,1.0000000000
2021-12-30,EUR,GBP,1.2108961312
2021-12-30,EUR,USD,0.9243286567
2021-12-31,EUR,EUR,1.0000000000
2021-12-31,EUR,GBP,1.2182679519
2021-12-31,EUR,USD,0.9141423752
2022-01-03,EUR,EUR,1.0000000000
2022-01-03,EUR,GBP,1.2169625683
2022-01-03,EUR,USD,0.9087488623
2022-01-04,EUR,EUR,1.0000000000
2022-01-04,EUR,GBP,1.2129905464
2022-01-04,EUR,USD,0.9036321654
2022-01-05,EUR,EUR,1.0000000000
2022-01-05,EUR,GBP,1.2084658504
2022-01-05,EUR,USD,0.9053349786
2022-01-06,EUR,EUR,1.0000000000
2022-01-06,EUR,GBP,1.2137673621
2022-01-06,EUR,USD,0.8988722968
2022-01-07,EUR,EUR,1.0000000000
2022-01-07,EUR,GBP,1.2159125010
2022-01-07,EUR,USD,0.8910959824
2022-01-10,EUR,EUR,1.0000000000
2022-01-10,EUR,GBP,1.2233091011
2022-01-10,EUR,USD,0.8854426169
2022-01-11,EUR,EUR,1.0000000000
2022-01-11,EUR,GBP,1.2260878394
2022-01-11,EUR,USD,0.8905220072
2022-01-12,EUR,EUR,1.0000000000
2022-01-12,EUR,GBP,1.2238274612
2022-01-12,EUR,USD,0.8948544761
2022-01-13,EUR,EUR,1.0000000000
2022-01-13,EUR,GBP,1.2213943399
2022-01-13,EUR,USD,0.8984787231
2022-01-14,EUR,EUR,1.0000000000
2022-01-14,EUR,GBP,1.2198990382
2022-01-14,EUR,USD,0.9018159641
2022-01-17,EUR,EUR,1.0000000000
2022-01-17,EUR,GBP,1.2201101405
2022-01-17,EUR,USD,0.9044455705
2022-01-18,EUR,EUR,1.0000000000
2022-01-18,EUR,GBP,1.2239409822
2022-01-18,EUR,USD,0.8982900970
2022-01-19,EUR,EUR,1.0000000000
2022-01-19,EUR,GBP,1.2262218477
2022-01-19,EUR,USD,0.8973867641
2022-01-20,EUR,EUR,1.0000000000
2022-01-20,EUR,GBP,1.2248518279
2022-01-20,EUR,USD,0.8980182680
2022-01-21,EUR,EUR,1.0000000000
2022-01-21,EUR,GBP,1.2112518582
2022-01-21,EUR,USD,0.9030700829
2022-01-24,EUR,EUR,1.0000000000
2022-01-24,EUR,GBP,1.2102891545
2022-01-24,EUR,USD,0.9085996913
2022-01-25,EUR,EUR,1.0000000000
2022-01-25,EUR,GBP,1.2144472162
2022-01-25,EUR,USD,0.9101633790
2022-01-26,EUR,EUR,1.0000000000
2022-01-26,EUR,GBP,1.2153591777
2022-01-26,EUR,USD,0.9170218197
2022-01-27,EUR,EUR,1.0000000000
2022-01-27,EUR,GBP,1.2178649625
2022-01-27,EUR,USD,0.9112934417
2022-01-28,EUR,EUR,1.0000000000
2022-01-28,EUR,GBP,1.2138415922
2022-01-28,EUR,USD,0.9200005134
2022-01-31,EUR,EUR,1.0000000000
2022-01-31,EUR,GBP,1.2134957088
2022-01-31,EUR,USD,0.9260789883
2022-02-01,EUR,EUR,1.0000000000
2022-02-01,EUR,GBP,1.2141060631
2022-02-01,EUR,USD,0.9246293266
2022-02-02,EUR,EUR,1.0000000000
2022-02-02,EUR,GBP,1.2119353771
2022-02-02,EUR,USD,0.9272668075
2022-02-03,EUR,EUR,1.0000000000
2022-02-03,EUR,GBP,1.2092508525
2022-02-03,EUR,USD,0.9321345350
2022-02-04,EUR,EUR,1.0000000000
2022-02-04,EUR,GBP,1.2036763693
2022-02-04,EUR,USD,0.9322632597
2022-02-07,EUR,EUR,1.0000000000
2022-02-07,EUR,GBP,1.2059479693
2022-02-07,EUR,USD,0.9364135402
2022-02-08,EUR,EUR,1.0000000000
2022-02-08,EUR,GBP,1.2113960735
2022-02-08,EUR,USD,0.9357797793
2022-02-09,EUR,EUR,1.0000000000
2022-02-09,EUR,GBP,1.2058832553
2022-02-09,EUR,USD,0.9376211553
2022-02-10,EUR,EUR,1.0000000000
2022-02-10,EUR,GBP,1.1969986859
2022-02-10,EUR,USD,0.9382149188
2022-02-11,EUR,EUR,1.0000000000
2022-02-11,EUR,GBP,1.1942595240
2022-02-11,EUR,USD,0.9351468979
2022-02-14,EUR,EUR,1.0000000000
2022-02-14,EUR,GBP,1.1909140616
2022-02-14,EUR,USD,0.9362285427
2022-02-15,EUR,EUR,1.0000000000
2022-02-15,EUR,GBP,1.1868172828
2022-02-15,EUR,USD,0.9438794036
2022-02-16,EUR,EUR,1.0000000000
2022-02-16,EUR,GBP,1.1843447052
2022-02-16,EUR,USD,0.9490946048
2022-02-17,EUR,EUR,1.0000000000
2022-02-17,EUR,GBP,1.1896037918
2022-02-17,EUR,USD,0.9541867004
2022-02-18,EUR,EUR,1.0000000000
2022-02-18,EUR,GBP,1.1876437747
2022-02-18,EUR,USD,0.9529381678
2022-02-21,EUR,EUR,1.0000000000
2022-02-21,EUR,GBP,1.1872208228
2022-02-21,EUR,USD,0.9501562804
2022-02-22,EUR,EUR,1.0000000000
2022-02-22,EUR,GBP,1.1826262402
2022-02-22,EUR,USD,0.9520568933
2022-02-23,EUR,EUR,1.0000000000
2022-02-23,EUR,GBP,1.1815646489
2022-02-23,EUR,USD,0.9418492573
2022-02-24,EUR,EUR,1.0000000000
2022-02-24,EUR,GBP,1.1794361276
2022-02-24,EUR,USD,0.9383595861
2022-02-25,EUR,EUR,1.0000000000
2022-02-25,EUR,GBP,1.1833904631
2022-02-25,EUR,USD,0.9468509793
2022-02-28,EUR,EUR,1.0000000000
2022-02-28,EUR,GBP,1.1723234396
2022-02-28,EUR,USD,0.9592092236
2022-03-01,EUR,EUR,1.0000000000
2022-03-01,EUR,GBP,1.1794805844
2022-03-01,EUR,USD,0.9606388851
2022-03-02,EUR,EUR,1.0000000000
2022-03-02,EUR,GBP,1.1782448805
2022-03-02,EUR,USD,0.9612064517
2022-03-03,EUR,EUR,1.0000000000
2022-03-03,EUR,GBP,1.1730820746
2022-03-03,EUR,USD,0.9612718379
2022-03-04,EUR,EUR,1.0000000000
2022-03-04,EUR,GBP,1.1733667780
2022-03-04,EUR,USD,0.9613704897
2022-03-07,EUR,EUR,1.0000000000
2022-03-07,EUR,GBP,1.1734089107
2022-03-07,EUR,USD,0.9582495295
2022-03-08,EUR,EUR,1.0000000000
2022-03-08,EUR,GBP,1.1684805511
2022-03-08,EUR,USD,0.9634580774
2022-03-09,EUR,EUR,1.0000000000
2022-03-09,EUR,GBP,1.1686193558
2022-03-09,EUR,USD,0.9662764379
2022-03-10,EUR,EUR,1.0000000000
2022-03-10,EUR,GBP,1.1750732435
2022-03-10,EUR,USD,0.9598394779
2022-03-11,EUR,EUR,1.0000000000
2022-03-11,EUR,GBP,1.1710639068
2022-03-11,EUR,USD,0.9616506688
2022-03-14,EUR,EUR,1.0000000000
2022-03-14,EUR,GBP,1.1747322929
2022-03-14,EUR,USD,0.9579419334
2022-03-15,EUR,EUR,1.0000000000
2022-03-15,EUR,GBP,1.1785680472
2022-03-15,EUR,USD,0.9483462265
2022-03-16,EUR,EUR,1.0000000000
2022-03-16,EUR,GBP,1.1747555381
2022-03-16,EUR,USD,0.9518877701
2022-03-17,EUR,EUR,1.0000000000
2022-03-17,EUR,GBP,1.1807057253
2022-03-17,EUR,USD,0.9448293646
2022-03-18,EUR,EUR,1.0000000000
2022-03-18,EUR,GBP,1.1816849327
2022-03-18,EUR,USD,0.9491083107
2022-03-21,EUR,EUR,1.0000000000
2022-03-21,EUR,GBP,1.1881940409
2022-03-21,EUR,USD,0.9464380658
2022-03-22,EUR,EUR,1.0000000000
2022-03-22,EUR,GBP,1.1899929600
2022-03-22,EUR,USD,0.9455280871
2022-03-23,EUR,EUR,1.0000000000
2022-03-23,EUR,GBP,1.1881429585
2022-03-23,EUR,USD,0.9482023981
2022-03-24,EUR,EUR,1.0000000000
2022-03-24,EUR,GBP,1.1905735707
2022-03-24,EUR,USD,0.9433928968
2022-03-25,EUR,EUR,1.0000000000
2022-03-25,EUR,GBP,1.1984453902
2022-03-25,EUR,USD,0.9374348600
2022-03-28,EUR,EUR,1.0000000000
2022-03-28,EUR,GBP,1.2062120466
2022-03-28,EUR,USD,0.9320001508
2022-03-29,EUR,EUR,1.0000000000
2022-03-29,EUR,GBP,1.2034276140
2022-03-29,EUR,USD,0.9328006786
2022-03-30,EUR,EUR,1.0000000000
2022-03-30,EUR,GBP,1.2045298255
2022-03-30,EUR,USD,0.9330646170
2022-03-31,EUR,EUR,1.0000000000
2022-03-31,EUR,GBP,1.2030065443
2022-03-31,EUR,USD,0.9302336462
2022-04-01,EUR,EUR,1.0000000000
2022-04-01,EUR,GBP,1.2056001834
2022-04-01,EUR,USD,0.9277909054
2022-04-04,EUR,EUR,1.0000000000
2022-04-04,EUR,GBP,1.2087342292
2022-04-04,EUR,USD,0.9272686561
2022-04-05,EUR,EUR,1.0000000000
2022-04-05,EUR,GBP,1.2066535471
2022-04-05,EUR,USD,0.9313961834
2022-04-06,EUR,EUR,1.0000000000
2022-04-06,EUR,GBP,1.2018656014
2022-04-06,EUR,USD,0.9253477748
2022-04-07,EUR,EUR,1.0000000000
2022-04-07,EUR,GBP,1.2142665351
2022-04-07,EUR,USD,0.9251161878
2022-04-08,EUR,EUR,1.0000000000
2022-04-08,EUR,GBP,1.2040417657
2022-04-08,EUR,USD,0.9241240436
2022-04-11,EUR,EUR,1.0000000000
2022-04-11,EUR,GBP,1.2045400659
2022-04-11,EUR,USD,0.9284308431
2022-04-12,EUR,EUR,1.0000000000
2022-04-12,EUR,GBP,1.2120383683
2022-04-12,EUR,USD,0.9254623258
2022-04-13,EUR,EUR,1.0000000000
2022-04-13,EUR,GBP,1.2089975538
2022-04-13,EUR,USD,0.9301213119
2022-04-14,EUR,EUR,1.0000000000
2022-04-14,EUR,GBP,1.2120684501
2022-04-14,EUR,USD,0.9317219834
2022-04-15,EUR,EUR,1.0000000000
2022-04-15,EUR,GBP,1.2159302870
2022-04-15,EUR,USD,0.9276740075
2022-04-18,EUR,EUR,1.0000000000
2022-04-18,EUR,GBP,1.2102689019
2022-04-18,EUR,USD,0.9346890017
2022-04-19,EUR,EUR,1.0000000000
2022-04-19,EUR,GBP,1.1998729652
2022-04-19,EUR,USD,0.9365932063
2022-04-20,EUR,EUR,1.0000000000
2022-04-20,EUR,GBP,1.1994954649
2022-04-20,EUR,USD,0.9458078004
2022-04-21,EUR,EUR,1.0000000000
2022-04-21,EUR,GBP,1.1941864470
2022-04-21,EUR,USD,0.9468605777
2022-04-22,EUR,EUR,1.0000000000
2022-04-22,EUR,GBP,1.2039994163
2022-04-22,EUR,USD,0.9410807336
2022-04-25,EUR,EUR,1.0000000000
2022-04-25,EUR,GBP,1.2070507527
2022-04-25,EUR,USD,0.9425594728
2022-04-26,EUR,EUR,1.0000000000
2022-04-26,EUR,GBP,1.2038138783
2022-04-26,EUR,USD,0.9487579929
2022-04-27,EUR,EUR,1.0000000000
2022-04-27,EUR,GBP,1.1954351242
2022-04-27,EUR,USD,0.9565174218
2022-04-28,EUR,EUR,1.0000000000
2022-04-28,EUR,GBP,1.1904318738
2022-04-28,EUR,USD,0.9579645256
2022-04-29,EUR,EUR,1.0000000000
2022-04-29,EUR,GBP,1.1871138062
2022-04-29,EUR,USD,0.9593763367
2022-05-02,EUR,EUR,1.0000000000
2022-05-02,EUR,GBP,1.1830526502
2022-05-02,EUR,USD,0.9645939045
2022-05-03,EUR,EUR,1.0000000000
2022-05-03,EUR,GBP,1.1785747117
2022-05-03,EUR,USD,0.9697377542
2022-05-04,EUR,EUR,1.0000000000
2022-05-04,EUR,GBP,1.1773952647
2022-05-04,EUR,USD,0.9739578034
2022-05-05,EUR,EUR,1.0000000000
2022-05-05,EUR,GBP,1.1720014287
2022-05-05,EUR,USD,0.9768358127
2022-05-06,EUR,EUR,1.0000000000
2022-05-06,EUR,GBP,1.1753950438
2022-05-06,EUR,USD,0.9716141188
2022-05-09,EUR,EUR,1.0000000000
2022-05-09,EUR,GBP,1.1769857120
2022-05-09,EUR,USD,0.9737014853
2022-05-10,EUR,EUR,1.0000000000
2022-05-10,EUR,GBP,1.1682414453
2022-05-10,EUR,USD,0.9783956542
2022-05-11,EUR,EUR,1.0000000000
2022-05-11,EUR,GBP,1.1707039986
2022-05-11,EUR,USD,0.9781080895
2022-05-12,EUR,EUR,1.0000000000
2022-05-12,EUR,GBP,1.1634482816
2022-05-12,EUR,USD,0.9806528075
2022-05-13,EUR,EUR,1.0000000000
2022-05-13,EUR,GBP,1.1590635833
2022-05-13,EUR,USD,0.9811790611
2022-05-16,EUR,EUR,1.0000000000
2022-05-16,EUR,GBP,1.1472896590
2022-05-16,EUR,USD,0.9950833096
2022-05-17,EUR,EUR,1.0000000000
2022-05-17,EUR,GBP,1.1500060749
2022-05-17,EUR,USD,0.9950263379
2022-05-18,EUR,EUR,1.0000000000
2022-05-18,EUR,GBP,1.1486588086
2022-05-18,EUR,USD,0.9959401423
2022-05-19,EUR,EUR,1.0000000000
2022-05-19,EUR,GBP,1.1474439889
2022-05-19,EUR,USD,0.9972407981
2022-05-20,EUR,EUR,1.0000000000
2022-05-20,EUR,GBP,1.1464854871
2022-05-20,EUR,USD,0.9965225057
2022-05-23,EUR,EUR,1.0000000000
2022-05-23,EUR,GBP,1.1505601923
2022-05-23,EUR,USD,1.0012978411
2022-05-24,EUR,EUR,1.0000000000
2022-05-24,EUR,GBP,1.1467039718
2022-05-24,EUR,USD,1.0010191292
2022-05-25,EUR,EUR,1.0000000000
2022-05-25,EUR,GBP,1.1524888219
2022-05-25,EUR,USD,0.9998612159
2022-05-26,EUR,EUR,1.0000000000
2022-05-26,EUR,GBP,1.1515199662
2022-05-26,EUR,USD,1.0055132966
2022-05-27,EUR,EUR,1.0000000000
2022-05-27,EUR,GBP,1.1526979931
2022-05-27,EUR,USD,1.0016834584
2022-05-30,EUR,EUR,1.0000000000
2022-05-30,EUR,GBP,1.1572167949
2022-05-30,EUR,USD,1.0000339892
2022-05-31,EUR,EUR,1.0000000000
2022-05-31,EUR,GBP,1.1702411725
2022-05-31,EUR,USD,0.9922144294
2022-06-01,EUR,EUR,1.0000000000
2022-06-01,EUR,GBP,1.1724252768
2022-06-01,EUR,USD,0.9851624160
2022-06-02,EUR,EUR,1.0000000000
2022-06-02,EUR,GBP,1.1607101011
2022-06-02,EUR,USD,0.9948265363
2022-06-03,EUR,EUR,1.0000000000
2022-06-03,EUR,GBP,1.1621872631
2022-06-03,EUR,USD,0.9937482363
2022-06-06,EUR,EUR,1.0000000000
2022-06-06,EUR,GBP,1.1587893179
2022-06-06,EUR,USD,0.9930784662
2022-06-07,EUR,EUR,1.0000000000
2022-06-07,EUR,GBP,1.1548691616
2022-06-07,EUR,USD,0.9985582932
2022-06-08,EUR,EUR,1.0000000000
2022-06-08,EUR,GBP,1.1578780554
2022-06-08,EUR,USD,0.9968096366
2022-06-09,EUR,EUR,1.0000000000
2022-06-09,EUR,GBP,1.1588958986
2022-06-09,EUR,USD,0.9955089999
2022-06-10,EUR,EUR,1.0000000000
2022-06-10,EUR,GBP,1.1587830618
2022-06-10,EUR,USD,0.9965274947
2022-06-13,EUR,EUR,1.0000000000
2022-06-13,EUR,GBP,1.1679080189
2022-06-13,EUR,USD,0.9880201845
2022-06-14,EUR,EUR,1.0000000000
2022-06-14,EUR,GBP,1.1695825509
2022-06-14,EUR,USD,0.9829933499
2022-06-15,EUR,EUR,1.0000000000
2022-06-15,EUR,GBP,1.1668521267
2022-06-15,EUR,USD,0.9800843966
2022-06-16,EUR,EUR,1.0000000000
2022-06-16,EUR,GBP,1.1658079329
2022-06-16,EUR,USD,0.9799202104
2022-06-17,EUR,EUR,1.0000000000
2022-06-17,EUR,GBP,1.1739159406
2022-06-17,EUR,USD,0.9754997174
2022-06-20,EUR,EUR,1.0000000000
2022-06-20,EUR,GBP,1.1728581155
2022-06-20,EUR,USD,0.9719796141
2022-06-21,EUR,EUR,1.0000000000
2022-06-21,EUR,GBP,1.1719873660
2022-06-21,EUR,USD,0.9693959172
2022-06-22,EUR,EUR,1.0000000000
2022-06-22,EUR,GBP,1.1687875198
2022-06-22,EUR,USD,0.9700903067
2022-06-23,EUR,EUR,1.0000000000
2022-06-23,EUR,GBP,1.1667854291
2022-06-23,EUR,USD,0.9734118382
2022-06-24,EUR,EUR,1.0000000000
2022-06-24,EUR,GBP,1.1845420615
2022-06-24,EUR,USD,0.9629932242
2022-06-27,EUR,EUR,1.0000000000
2022-06-27,EUR,GBP,1.1886891652
2022-06-27,EUR,USD,0.9602682738
2022-06-28,EUR,EUR,1.0000000000
2022-06-28,EUR,GBP,1.1933871957
2022-06-28,EUR,USD,0.9516332996
2022-06-29,EUR,EUR,1.0000000000
2022-06-29,EUR,GBP,1.1807612514
2022-06-29,EUR,USD,0.9574533707
2022-06-30,EUR,EUR,1.0000000000
2022-06-30,EUR,GBP,1.1830152067
2022-06-30,EUR,USD,0.9568267198
2022-07-01,EUR,EUR,1.0000000000
2022-07-01,EUR,GBP,1.1719252299
2022-07-01,EUR,USD,0.9595628001
2022-07-04,EUR,EUR,1.0000000000
2022-07-04,EUR,GBP,1.1700287635
2022-07-04,EUR,USD,0.9577989756
2022-07-05,EUR,EUR,1.0000000000
2022-07-05,EUR,GBP,1.1802264257
2022-07-05,EUR,USD,0.9505617455
2022-07-06,EUR,EUR,1.0000000000
2022-07-06,EUR,GBP,1.1857246100
2022-07-06,EUR,USD,0.9491125155
2022-07-07,EUR,EUR,1.0000000000
2022-07-07,EUR,GBP,1.1793127815
2022-07-07,EUR,USD,0.9495482097
2022-07-08,EUR,EUR,1.0000000000
2022-07-08,EUR,GBP,1.1822145615
2022-07-08,EUR,USD,0.9513789119
2022-07-11,EUR,EUR,1.0000000000
2022-07-11,EUR,GBP,1.1857567728
2022-07-11,EUR,USD,0.9514081478
2022-07-12,EUR,EUR,1.0000000000
2022-07-12,EUR,GBP,1.1951898941
2022-07-12,EUR,USD,0.9446244121
2022-07-13,EUR,EUR,1.0000000000
2022-07-13,EUR,GBP,1.1938191434
2022-07-13,EUR,USD,0.9462327093
2022-07-14,EUR,EUR,1.0000000000
2022-07-14,EUR,GBP,1.1965492670
2022-07-14,EUR,USD,0.9435576416
2022-07-15,EUR,EUR,1.0000000000
2022-07-15,EUR,GBP,1.1961994493
2022-07-15,EUR,USD,0.9371650273
2022-07-18,EUR,EUR,1.0000000000
2022-07-18,EUR,GBP,1.1944218734
2022-07-18,EUR,USD,0.9475421054
2022-07-19,EUR,EUR,1.0000000000
2022-07-19,EUR,GBP,1.1925786606
2022-07-19,EUR,USD,0.9445031920
2022-07-20,EUR,EUR,1.0000000000
2022-07-20,EUR,GBP,1.1919919018
2022-07-20,EUR,USD,0.9422175888
2022-07-21,EUR,EUR,1.0000000000
2022-07-21,EUR,GBP,1.1981010482
2022-07-21,EUR,USD,0.9371368532
2022-07-22,EUR,EUR,1.0000000000
2022-07-22,EUR,GBP,1.1905100468
2022-07-22,EUR,USD,0.9445248367
2022-07-25,EUR,EUR,1.0000000000
2022-07-25,EUR,GBP,1.1838439942
2022-07-25,EUR,USD,0.9436100024
2022-07-26,EUR,EUR,1.0000000000
2022-07-26,EUR,GBP,1.1845028134
2022-07-26,EUR,USD,0.9462544977
2022-07-27,EUR,EUR,1.0000000000
2022-07-27,EUR,GBP,1.1767264681
2022-07-27,EUR,USD,0.9468613152
2022-07-28,EUR,EUR,1.0000000000
2022-07-28,EUR,GBP,1.1737749910
2022-07-28,EUR,USD,0.9519440184
2022-07-29,EUR,EUR,1.0000000000
2022-07-29,EUR,GBP,1.1715740320
2022-07-29,EUR,USD,0.9560050500
2022-08-01,EUR,EUR,1.0000000000
2022-08-01,EUR,GBP,1.1641848711
2022-08-01,EUR,USD,0.9538159158
2022-08-02,EUR,EUR,1.0000000000
2022-08-02,EUR,GBP,1.1688983125
2022-08-02,EUR,USD,0.9529682030
2022-08-03,EUR,EUR,1.0000000000
2022-08-03,EUR,GBP,1.1694447727
2022-08-03,EUR,USD,0.9478535432
2022-08-04,EUR,EUR,1.0000000000
2022-08-04,EUR,GBP,1.1651998063
2022-08-04,EUR,USD,0.9470175314
2022-08-05,EUR,EUR,1.0000000000
2022-08-05,EUR,GBP,1.1701653038
2022-08-05,EUR,USD,0.9409500001
2022-08-08,EUR,EUR,1.0000000000
2022-08-08,EUR,GBP,1.1668897572
2022-08-08,EUR,USD,0.9325768510
2022-08-09,EUR,EUR,1.0000000000
2022-08-09,EUR,GBP,1.1693918357
2022-08-09,EUR,USD,0.9307607553
2022-08-10,EUR,EUR,1.0000000000
2022-08-10,EUR,GBP,1.1709290866
2022-08-10,EUR,USD,0.9281797204
2022-08-11,EUR,EUR,1.0000000000
2022-08-11,EUR,GBP,1.1664737653
2022-08-11,EUR,USD,0.9276231062
2022-08-12,EUR,EUR,1.0000000000
2022-08-12,EUR,GBP,1.1721154791
2022-08-12,EUR,USD,0.9214487789
2022-08-15,EUR,EUR,1.0000000000
2022-08-15,EUR,GBP,1.1618101091
2022-08-15,EUR,USD,0.9289556410
2022-08-16,EUR,EUR,1.0000000000
2022-08-16,EUR,GBP,1.1515262189
2022-08-16,EUR,USD,0.9423517351
2022-08-17,EUR,EUR,1.0000000000
2022-08-17,EUR,GBP,1.1462117596
2022-08-17,EUR,USD,0.9427321586
2022-08-18,EUR,EUR,1.0000000000
2022-08-18,EUR,GBP,1.1567187624
2022-08-18,EUR,USD,0.9316741860
2022-08-19,EUR,EUR,1.0000000000
2022-08-19,EUR,GBP,1.1609189790
2022-08-19,EUR,USD,0.9290327750
2022-08-22,EUR,EUR,1.0000000000
2022-08-22,EUR,GBP,1.1567085480
2022-08-22,EUR,USD,0.9320058538
2022-08-23,EUR,EUR,1.0000000000
2022-08-23,EUR,GBP,1.1518628574
2022-08-23,EUR,USD,0.9321740315
2022-08-24,EUR,EUR,1.0000000000
2022-08-24,EUR,GBP,1.1541043017
2022-08-24,EUR,USD,0.9264569130
2022-08-25,EUR,EUR,1.0000000000
2022-08-25,EUR,GBP,1.1534067099
2022-08-25,EUR,USD,0.9292605916
2022-08-26,EUR,EUR,1.0000000000
2022-08-26,EUR,GBP,1.1550332551
